City,Time,Temperature,Condition
2024-09-04 18:00:00, 29.472024-09-04 21:00:00, 24.92024-09-05 00:00:00, 19.922024-09-05 03:00:00, 18.652024-09-05 06:00:00, 21.282024-09-05 09:00:00, 29.172024-09-05 12:00:00, 30.612024-09-05 15:00:00, 29.672024-09-05 18:00:00, 22.912024-09-05 21:00:00, 19.942024-09-06 00:00:00, 18.862024-09-06 03:00:00, 16.892024-09-06 06:00:00, 19.572024-09-06 09:00:00, 26.442024-09-06 12:00:00, 31.072024-09-06 15:00:00, 30.832024-09-06 18:00:00, 23.792024-09-06 21:00:00, 20.852024-09-07 00:00:00, 19.972024-09-07 03:00:00, 18.422024-09-07 06:00:00, 21.212024-09-07 09:00:00, 28.952024-09-07 12:00:00, 32.262024-09-07 15:00:00, 32.092024-09-07 18:00:00, 25.212024-09-07 21:00:00, 23.172024-09-08 00:00:00, 20.292024-09-08 03:00:00, 19.622024-09-08 06:00:00, 21.92024-09-08 09:00:00, 29.122024-09-08 12:00:00, 31.912024-09-08 15:00:00, 31.332024-09-08 18:00:00, 24.662024-09-08 21:00:00, 22.692024-09-09 00:00:00, 20.272024-09-09 03:00:00, 18.442024-09-09 06:00:00, 20.92024-09-09 09:00:00, 25.942024-09-09 12:00:00, 31.652024-09-09 15:00:00, 31.22024-09-04 18:00:00, 29.22
2024-09-04 21:00:00, 24.78
2024-09-05 00:00:00, 19.92
2024-09-05 03:00:00, 18.65
2024-09-05 06:00:00, 21.28
2024-09-05 09:00:00, 29.17
2024-09-05 12:00:00, 30.61
2024-09-05 15:00:00, 29.67
2024-09-05 18:00:00, 22.91
2024-09-05 21:00:00, 19.94
2024-09-06 00:00:00, 18.86
2024-09-06 03:00:00, 16.89
2024-09-06 06:00:00, 19.57
2024-09-06 09:00:00, 26.44
2024-09-06 12:00:00, 31.07
2024-09-06 15:00:00, 30.83
2024-09-06 18:00:00, 23.79
2024-09-06 21:00:00, 20.85
2024-09-07 00:00:00, 19.97
2024-09-07 03:00:00, 18.42
2024-09-07 06:00:00, 21.21
2024-09-07 09:00:00, 28.95
2024-09-07 12:00:00, 32.26
2024-09-07 15:00:00, 32.09
2024-09-07 18:00:00, 25.21
2024-09-07 21:00:00, 23.17
2024-09-08 00:00:00, 20.29
2024-09-08 03:00:00, 19.62
2024-09-08 06:00:00, 21.9
2024-09-08 09:00:00, 29.12
2024-09-08 12:00:00, 31.91
2024-09-08 15:00:00, 31.33
2024-09-08 18:00:00, 24.66
2024-09-08 21:00:00, 22.69
2024-09-09 00:00:00, 20.27
2024-09-09 03:00:00, 18.44
2024-09-09 06:00:00, 20.9
2024-09-09 09:00:00, 25.94
2024-09-09 12:00:00, 31.65
2024-09-09 15:00:00, 31.2
2024-09-05 12:00:00, 27.76
2024-09-05 15:00:00, 28.67
2024-09-05 18:00:00, 25.66
2024-09-05 21:00:00, 22.5
2024-09-06 00:00:00, 20.21
2024-09-06 03:00:00, 19.11
2024-09-06 06:00:00, 20.76
2024-09-06 09:00:00, 27.09
2024-09-06 12:00:00, 30.69
2024-09-06 15:00:00, 30.89
2024-09-06 18:00:00, 26.56
2024-09-06 21:00:00, 23.41
2024-09-07 00:00:00, 22.12
2024-09-07 03:00:00, 20.1
2024-09-07 06:00:00, 21.73
2024-09-07 09:00:00, 28.81
2024-09-07 12:00:00, 31.43
2024-09-07 15:00:00, 30.96
2024-09-07 18:00:00, 27.11
2024-09-07 21:00:00, 24.17
2024-09-08 00:00:00, 22.15
2024-09-08 03:00:00, 19.78
2024-09-08 06:00:00, 20.72
2024-09-08 09:00:00, 28.09
2024-09-08 12:00:00, 30.51
2024-09-08 15:00:00, 29.75
2024-09-08 18:00:00, 25.03
2024-09-08 21:00:00, 21.99
2024-09-09 00:00:00, 20.04
2024-09-09 03:00:00, 17.72
2024-09-09 06:00:00, 19.15
2024-09-09 09:00:00, 27.38
2024-09-09 12:00:00, 30.35
2024-09-09 15:00:00, 29.74
2024-09-09 18:00:00, 25.85
2024-09-09 21:00:00, 22.04
2024-09-10 00:00:00, 21.22
2024-09-10 03:00:00, 21.2
2024-09-10 06:00:00, 18.23
2024-09-10 09:00:00, 17.05
